id,carat,cut,color,clarity,depth,table,x,y,z,price
141840,2.07,Premium,E,SI2,61.0,59.0,8.24,8.21,5.02,17095
109046,0.35,Ideal,E,VVS1,60.4,56.0,4.63,4.58,2.78,1044
68453,0.77,Ideal,D,SI1,62.2,56.0,5.85,5.88,3.64,2805
75355,1.28,Ideal,H,SI1,62.2,56.0,6.96,7.01,4.32,6809
71552,1.12,Ideal,G,VS2,62.0,56.0,6.68,6.64,4.13,6982
80114,1.21,Ideal,G,SI1,62.8,57.0,6.72,6.69,4.21,5988
146726,0.35,Premium,E,VS2,60.5,59.0,4.54,4.58,2.75,706
183315,1.7,Premium,F,SI2,58.2,62.0,7.85,7.79,4.57,10957
130608,0.9,Ideal,H,SI1,62.0,57.0,6.16,6.19,3.83,3669
40845,1.23,Ideal,F,VS1,62.3,57.0,6.87,6.83,4.27,9627
169771,0.73,Premium,F,VS2,62.1,59.0,5.79,5.77,3.59,3073
168987,0.73,Ideal,F,VS2,62.7,57.0,5.73,5.77,3.6,3310
164453,0.63,Premium,E,SI1,61.4,59.0,5.52,5.49,3.37,1921
70976,1.21,Premium,I,SI1,62.0,58.0,6.83,6.78,4.22,5410
135429,0.33,Very Good,E,SI1,63.2,58.0,4.43,4.46,2.81,579
182160,1.04,Ideal,H,SI1,61.2,57.0,6.53,6.59,4.02,4939
40528,0.93,Ideal,F,SI1,62.0,55.0,6.24,6.35,3.91,4539
125212,0.51,Very Good,F,SI1,61.6,56.0,5.1,5.14,3.15,1257
191862,0.45,Ideal,E,SI1,61.1,56.0,4.92,4.95,3.01,1177
46061,1.08,Premium,G,SI2,62.1,58.0,6.56,6.51,4.06,4725
125268,0.54,Ideal,H,VS1,62.3,57.0,5.23,5.2,3.24,1754
112390,1.7,Ideal,F,VS1,59.4,61.0,7.74,7.83,4.65,16340
117859,0.3,Good,E,VVS2,63.8,56.0,4.24,4.27,2.71,665
75880,1.04,Premium,G,VS1,61.8,59.0,6.56,6.44,4.02,6612
121403,0.4,Premium,G,SI1,59.9,59.0,4.83,4.79,2.88,923
34960,1.25,Ideal,G,VS1,61.5,57.0,6.95,6.9,4.26,8543
96934,0.24,Ideal,I,VVS1,62.1,57.0,3.95,3.96,2.45,432
37012,1.72,Ideal,H,VS1,61.1,58.0,7.73,7.78,4.74,14430
186394,0.37,Ideal,H,VS1,61.9,56.0,4.6,4.63,2.86,795
127914,0.29,Very Good,G,VS1,61.2,61.0,4.28,4.31,2.63,583
170937,0.9,Good,D,SI1,62.2,59.0,6.09,6.15,3.79,4193
136738,0.32,Premium,I,SI1,60.9,58.0,4.38,4.42,2.68,432
159529,1.02,Very Good,F,VS2,63.4,60.0,6.41,6.36,4.05,6237
119949,1.01,Premium,F,SI1,61.9,59.0,6.41,6.38,3.96,4899
13298,0.53,Ideal,G,VS1,61.9,56.0,5.17,5.2,3.21,1809
48230,0.72,Premium,F,SI1,62.0,59.0,5.73,5.75,3.56,2337
133823,0.3,Very Good,F,VVS1,62.8,56.0,4.24,4.31,2.69,662
19772,0.3,Premium,G,VVS1,62.6,59.0,4.29,4.27,2.68,1013
29559,0.51,Very Good,H,SI1,62.8,58.0,5.08,5.12,3.19,1154
74006,0.79,Ideal,F,SI1,62.4,57.0,5.9,5.96,3.69,2976
115986,0.31,Ideal,G,VVS1,61.0,56.0,4.38,4.4,2.68,816
184432,0.56,Ideal,D,SI2,61.8,56.0,5.29,5.33,3.28,1442
128013,0.32,Ideal,H,VS2,61.7,55.0,4.44,4.48,2.75,505
62525,0.54,Ideal,D,VS1,60.5,57.0,5.27,5.33,3.21,2057
44192,0.72,Ideal,F,SI1,61.6,54.0,5.76,5.79,3.56,2369
160658,0.7,Ideal,F,VVS2,61.8,55.0,5.67,5.69,3.51,2701
110394,0.41,Ideal,G,VVS2,61.8,57.0,4.76,4.79,2.95,1071
169105,0.92,Very Good,H,VVS1,63.7,58.0,6.11,6.17,3.92,5032
139766,1.7,Premium,I,VS1,60.2,59.0,7.72,7.66,4.63,8025
70867,0.31,Good,J,VS2,63.5,56.0,4.32,4.29,2.73,368
85992,0.39,Ideal,F,VS1,62.3,56.0,4.66,4.69,2.91,805
98204,1.09,Ideal,E,SI2,61.6,54.0,6.68,6.64,4.1,4477
58187,0.4,Premium,D,VS1,61.7,58.0,4.71,4.68,2.9,1200
161323,1.27,Ideal,G,VS1,62.4,56.0,6.92,6.87,4.3,8797
162558,0.57,Ideal,F,VVS2,62.7,56.0,5.26,5.29,3.31,2193
34736,1.01,Ideal,G,VS2,61.2,61.0,6.38,6.45,3.93,6132
112141,1.08,Ideal,E,SI1,61.5,57.0,6.59,6.61,4.06,5219
47806,0.9,Premium,D,SI1,62.7,57.0,6.2,6.14,3.87,3689
49066,0.56,Premium,G,SI1,62.4,58.0,5.25,5.21,3.27,1605
26563,1.51,Very Good,G,VS2,62.7,57.0,7.21,7.34,4.57,11572
98335,0.54,Ideal,I,VS1,62.0,56.0,5.29,5.24,3.26,1767
130680,0.6,Very Good,I,VVS1,61.8,53.6,5.39,5.43,3.34,1778
29332,1.5,Good,I,VVS1,64.0,58.0,7.19,7.25,4.61,7405
122283,0.31,Premium,E,VS2,60.6,59.0,4.38,4.34,2.64,872
117801,1.23,Ideal,G,SI1,62.6,57.0,6.81,6.84,4.27,7091
73634,0.71,Very Good,E,SI1,62.7,59.0,5.69,5.72,3.57,2421
62563,0.78,Ideal,F,SI2,62.4,56.0,5.87,5.91,3.68,2401
49412,0.55,Very Good,J,IF,60.8,59.0,5.28,5.31,3.22,1724
70442,1.51,Ideal,J,VS2,61.9,55.0,7.37,7.42,4.58,8398
184385,0.71,Very Good,G,VS2,59.9,58.0,5.78,5.81,3.46,2657
73350,0.32,Premium,F,VVS2,62.4,58.0,4.34,4.38,2.72,906
115705,1.01,Good,H,SI1,64.3,58.0,6.36,6.33,4.09,4477
75466,0.42,Ideal,H,SI1,62.1,55.0,4.77,4.79,2.97,838
49318,1.01,Premium,H,SI2,62.6,59.0,6.34,6.3,3.95,3981
17847,0.32,Ideal,G,VVS2,62.0,54.0,4.43,4.43,2.74,906
188423,1.74,Ideal,F,SI1,61.1,57.0,7.81,7.84,4.77,17458
143959,0.7,Ideal,G,SI1,61.7,55.0,5.7,5.74,3.53,2553
71357,1.01,Premium,G,VS1,60.1,59.0,6.64,6.56,3.97,6777
42891,0.32,Very Good,G,IF,63.1,55.0,4.35,4.37,2.75,918
21564,0.51,Ideal,F,VVS2,62.7,56.0,5.08,5.1,3.19,1987
191467,0.5,Premium,E,SI2,59.8,60.0,5.18,5.14,3.1,1240
145171,1.25,Ideal,G,VS1,61.5,55.0,6.93,6.95,4.27,9759
134838,0.41,Ideal,F,VS1,61.3,57.0,4.82,4.77,2.94,1007
192851,0.3,Very Good,I,VS2,58.4,59.0,4.4,4.45,2.57,447
143485,0.71,Premium,G,VVS2,62.6,61.0,5.76,5.7,3.59,3018
128851,0.25,Ideal,D,VVS2,62.6,57.0,4.02,4.05,2.53,573
88974,0.7,Premium,I,VVS2,61.2,59.0,5.72,5.66,3.48,2360
116015,1.0,Very Good,E,SI1,63.2,59.0,6.29,6.23,3.97,4921
13735,1.02,Premium,D,VS2,62.0,54.0,6.47,6.41,4.0,7365
25100,1.01,Good,E,SI2,61.9,61.0,6.39,6.43,3.96,4509
29883,1.13,Ideal,G,VVS2,61.2,56.0,6.72,6.74,4.13,9205
92468,0.65,Very Good,G,VS2,61.3,59.0,5.56,5.59,3.42,2255
125360,0.34,Premium,F,SI2,61.4,61.0,4.43,4.45,2.73,574
119413,1.03,Ideal,E,SI2,61.6,57.0,6.51,6.47,3.99,4318
47923,0.55,Ideal,G,SI2,61.3,54.0,5.27,5.29,3.24,1196
165556,0.28,Ideal,I,VS1,62.3,54.0,4.17,4.21,2.61,453
35593,0.91,Ideal,F,SI2,60.8,57.0,6.2,6.24,3.79,3734
152969,0.7,Premium,G,VS2,60.4,59.0,5.69,5.63,3.41,2497
15875,0.29,Ideal,F,VS2,61.6,54.0,4.24,4.26,2.61,548
99589,0.32,Ideal,E,SI1,63.0,57.0,4.42,4.39,2.77,720
43911,0.4,Good,H,SI1,63.7,57.0,4.67,4.71,2.98,694
114691,1.01,Premium,D,VS2,62.5,59.0,6.4,6.36,3.99,6450
13332,0.51,Ideal,G,VS2,60.4,56.0,5.19,5.19,3.13,1587
1541,0.72,Ideal,J,SI1,61.4,57.0,5.75,5.77,3.53,1923
150800,1.27,Ideal,H,VS2,62.8,57.0,6.86,6.88,4.31,6099
189884,0.3,Ideal,H,VS1,62.4,56.0,4.2,4.23,2.63,526
57572,0.39,Premium,F,VS2,59.9,60.0,4.74,4.7,2.83,867
75645,0.52,Ideal,D,IF,62.2,56.0,5.13,5.17,3.2,2733
31494,0.7,Very Good,E,VS2,61.5,57.0,5.7,5.73,3.52,2921
152688,2.01,Premium,E,SI2,61.4,62.0,8.12,7.98,4.96,13340
77458,0.71,Ideal,E,SI1,61.4,57.0,5.74,5.76,3.53,2921
60858,0.31,Very Good,G,VS1,60.8,61.0,4.38,4.34,2.65,677
11577,0.32,Ideal,G,VS1,61.7,54.0,4.42,4.39,2.72,828
133597,0.52,Ideal,I,SI1,59.5,56.0,5.29,5.24,3.11,1042
128558,0.53,Premium,F,VS2,60.0,58.0,5.25,5.28,3.16,1654
16944,1.7,Premium,F,VS2,62.4,60.0,7.6,7.56,4.73,15653
30640,1.01,Very Good,F,SI2,62.8,57.0,6.33,6.38,3.99,4691
113392,1.5,Ideal,J,VS1,62.5,54.0,7.33,7.3,4.57,8714
73977,0.56,Premium,G,SI1,60.5,60.0,5.38,5.33,3.24,1999
8465,1.02,Premium,D,SI1,62.5,58.0,6.39,6.42,4.0,5817
133023,1.0,Premium,G,VS1,62.4,58.0,6.41,6.33,3.98,6290
40296,2.04,Ideal,F,SI2,62.0,59.0,8.1,8.16,5.04,18306
184361,0.57,Ideal,E,SI1,62.2,55.0,5.32,5.35,3.32,1637
91678,0.54,Ideal,F,VVS2,60.1,57.0,5.33,5.38,3.2,2275
139393,1.05,Premium,E,SI1,62.8,59.0,6.46,6.51,4.06,5550
106551,2.05,Very Good,H,VS2,63.2,57.0,8.12,8.08,5.11,17826
115376,0.71,Very Good,H,SI2,60.8,55.0,5.75,5.78,3.51,2164
73402,0.53,Very Good,H,VS1,63.5,56.0,5.17,5.15,3.28,1607
143608,1.35,Good,G,VS1,60.4,65.0,7.01,7.09,4.27,5786
165172,1.01,Good,F,SI2,62.8,61.0,6.34,6.38,3.99,3581
81157,1.16,Good,G,SI1,63.8,58.0,6.65,6.59,4.23,7279
86902,2.19,Premium,H,SI2,62.8,58.0,8.25,8.21,5.18,12232
2270,0.31,Premium,F,VS2,62.6,58.0,4.33,4.35,2.71,672
161609,1.02,Premium,G,SI1,59.4,58.0,6.57,6.53,3.89,3656
132809,2.01,Very Good,J,SI1,63.1,57.0,8.01,7.94,5.01,13280
39544,0.28,Very Good,G,VVS1,60.8,56.0,4.21,4.23,2.56,607
184035,0.32,Premium,H,SI1,61.9,58.0,4.4,4.42,2.73,540
184389,1.52,Ideal,G,VVS1,62.4,55.0,7.31,7.38,4.58,15959
131661,0.54,Ideal,D,SI1,60.3,57.0,5.23,5.29,3.17,1786
113452,1.93,Ideal,I,SI2,63.0,55.0,7.9,7.93,4.98,11212
124414,0.5,Premium,J,SI1,61.0,58.0,5.11,5.13,3.11,1125
50225,0.32,Ideal,E,IF,60.6,56.0,4.45,4.49,2.7,1018
123731,0.4,Ideal,I,SI1,62.7,57.0,4.69,4.75,2.96,703
53414,0.34,Ideal,D,VVS2,60.2,57.0,4.51,4.53,2.73,1064
105661,0.41,Ideal,G,VVS1,62.2,57.0,4.7,4.76,2.94,1179
106313,0.71,Ideal,G,VS1,64.4,56.0,5.56,5.58,3.58,2262
190599,1.09,Premium,G,VVS1,61.8,58.0,6.68,6.62,4.11,7991
127425,1.3,Premium,D,SI2,59.6,60.0,7.05,7.01,4.18,6936
72473,0.7,Ideal,E,SI1,61.4,54.0,5.72,5.7,3.5,2536
59828,1.2,Ideal,H,VVS1,61.7,53.0,6.85,6.82,4.23,9013
40833,0.72,Ideal,G,VS2,61.8,57.0,5.75,5.77,3.56,2585
14861,1.16,Premium,I,SI1,63.0,57.0,6.65,6.62,4.19,5353
123739,1.2,Very Good,H,SI1,62.6,57.0,6.78,6.71,4.22,6274
15451,0.56,Ideal,G,VS1,61.8,56.0,5.28,5.32,3.28,1846
34433,0.56,Ideal,F,VS2,61.6,57.0,5.32,5.29,3.28,1828
39826,0.35,Ideal,G,IF,62.0,53.0,4.54,4.56,2.82,918
67622,0.33,Ideal,G,VVS1,62.5,54.0,4.47,4.45,2.79,741
97146,0.7,Ideal,E,VS2,61.0,56.0,5.72,5.77,3.51,2866
113400,0.61,Ideal,H,VVS2,62.4,54.0,5.48,5.5,3.42,1885
177386,0.57,Ideal,E,VS2,60.8,57.0,5.4,5.35,3.27,1813
141413,0.53,Premium,F,VS1,61.4,59.0,5.17,5.21,3.18,1712
48620,1.2,Ideal,H,SI2,61.6,57.0,6.8,6.86,4.21,4980
68311,0.61,Good,G,SI1,60.7,61.0,5.42,5.45,3.31,1573
183502,0.41,Ideal,E,SI2,61.9,55.0,4.81,4.76,2.96,876
77553,0.77,Very Good,J,VS2,62.3,60.0,5.78,5.84,3.62,2242
107049,1.16,Very Good,H,VS2,62.5,58.0,6.65,6.72,4.18,6007
169479,0.3,Premium,F,VS2,61.3,58.0,4.36,4.31,2.66,776
17050,0.51,Very Good,G,SI2,63.4,57.0,5.16,5.12,3.25,1155
83178,0.33,Ideal,G,VVS1,61.6,56.0,4.44,4.47,2.74,868
122018,2.02,Ideal,H,SI1,62.4,55.0,8.08,8.05,5.04,12477
63396,0.34,Ideal,E,VVS2,61.8,56.0,4.53,4.5,2.8,1013
163772,0.9,Premium,J,VS2,61.9,59.0,6.19,6.16,3.82,3055
191429,0.37,Ideal,D,VVS2,61.9,54.0,4.6,4.62,2.85,983
23114,1.06,Ideal,F,VS1,61.8,56.0,6.53,6.56,4.05,7813
37089,0.42,Premium,D,VS2,62.2,58.0,4.81,4.78,2.99,1094
99847,0.52,Premium,D,VVS2,62.0,59.0,5.13,5.17,3.2,2322
165079,2.02,Ideal,H,VS2,63.0,54.0,8.01,7.97,5.05,17422
80584,0.7,Very Good,H,VS1,62.5,59.0,5.67,5.69,3.55,2398
97798,0.41,Premium,D,SI2,60.7,58.0,4.82,4.78,2.91,633
149613,2.01,Premium,J,SI2,60.6,60.0,8.21,8.12,4.96,9193
114052,1.58,Premium,G,VS2,61.6,58.0,7.52,7.45,4.6,11154
118178,0.71,Good,E,VVS2,59.7,61.0,5.76,5.79,3.45,4670
94843,0.34,Ideal,D,SI2,61.6,56.0,4.51,4.52,2.78,709
93892,1.49,Ideal,G,SI2,62.2,55.0,7.23,7.34,4.53,8830
121558,0.38,Ideal,F,VS2,61.7,55.0,4.63,4.65,2.87,852
101894,0.32,Premium,F,VVS1,62.4,57.0,4.37,4.35,2.72,840
90,1.04,Ideal,G,VS1,61.3,56.0,6.55,6.57,4.02,7152
161987,0.41,Ideal,G,VVS2,61.6,56.0,4.74,4.77,2.94,1008
134345,0.72,Ideal,I,VVS2,61.8,57.0,5.73,5.75,3.55,2467
22583,0.71,Premium,E,SI2,60.4,58.0,5.75,5.8,3.49,2475
110277,0.34,Ideal,H,SI1,62.0,55.0,4.49,4.53,2.81,525
55859,0.57,Very Good,H,SI1,60.9,56.0,5.35,5.39,3.27,1408
73288,0.54,Ideal,G,VVS2,60.1,57.0,5.31,5.26,3.17,1892
59669,1.16,Very Good,D,VVS2,62.9,56.0,6.64,6.69,4.19,11267
45448,1.03,Ideal,H,VS2,62.5,57.0,6.44,6.48,4.04,5620
134195,0.52,Premium,E,VS2,62.7,60.0,5.11,5.14,3.21,1689
115154,0.7,Premium,F,SI1,61.1,59.0,5.68,5.64,3.47,2240
110722,1.02,Premium,E,SI2,61.0,59.0,6.48,6.44,3.95,3864
169558,1.52,Premium,G,VS2,61.9,59.0,7.37,7.43,4.58,11708
76037,2.08,Premium,I,SI2,62.4,60.0,8.19,8.11,5.06,14502
41022,0.31,Ideal,D,VVS2,61.8,56.0,4.34,4.36,2.69,933
121268,0.96,Premium,H,SI2,59.8,60.0,6.39,6.35,3.8,3394
68100,1.08,Ideal,G,VS1,62.2,57.0,6.52,6.55,4.06,6997
33889,2.1,Premium,J,SI2,61.1,60.0,8.2,8.16,5.01,13152
105199,1.7,Premium,F,SI1,62.1,58.0,7.65,7.61,4.73,13632
38230,1.52,Premium,H,SI2,62.3,58.0,7.36,7.3,4.57,7877
182237,0.71,Ideal,I,VVS2,61.6,57.0,5.73,5.76,3.54,2517
68898,1.02,Ideal,F,SI2,61.6,57.0,6.48,6.45,3.98,4661
78006,0.73,Ideal,G,VS2,61.8,56.0,5.76,5.81,3.58,2811
63751,1.2,Ideal,I,SI1,62.8,56.0,6.81,6.75,4.26,5464
69217,1.02,Premium,F,SI1,63.0,58.0,6.44,6.34,4.02,4732
138986,0.7,Ideal,I,VVS1,61.6,57.0,5.68,5.68,3.5,3073
173010,0.32,Ideal,I,SI1,61.1,55.0,4.46,4.43,2.72,574
43572,0.38,Ideal,G,VS1,61.5,54.4,4.69,4.71,2.89,871
88148,0.3,Ideal,H,VS2,61.6,57.0,4.27,4.3,2.64,491
12429,1.24,Very Good,H,SI1,60.1,57.0,7.01,7.04,4.23,7098
175265,2.06,Ideal,J,VS2,62.9,54.0,8.15,8.07,5.11,14660
175683,0.34,Ideal,E,VS2,61.2,56.0,4.51,4.55,2.77,702
82683,0.3,Premium,G,VVS1,61.7,60.0,4.26,4.29,2.65,814
4069,1.51,Very Good,J,VS1,60.0,62.0,7.45,7.36,4.44,8874
160509,0.73,Ideal,E,VS2,61.6,56.0,5.77,5.79,3.56,3381
118092,0.72,Very Good,G,VS2,60.5,57.0,5.79,5.85,3.52,2515
191823,1.41,Premium,H,VS2,61.5,60.0,7.17,7.12,4.39,9959
173316,1.56,Premium,D,SI2,60.6,58.0,7.59,7.48,4.59,9290
21203,1.04,Ideal,G,VS1,61.6,56.0,6.52,6.56,4.03,7106
62192,0.53,Very Good,D,SI1,62.5,58.0,5.17,5.14,3.22,1836
123940,1.7,Ideal,H,SI1,62.2,54.0,7.68,7.64,4.76,10850
189985,2.0,Good,I,SI1,62.8,59.0,7.93,8.0,5.01,16592
74314,1.52,Premium,H,VVS2,58.4,60.0,7.54,7.46,4.41,10332
105719,1.0,Ideal,F,SI2,62.2,54.0,6.43,6.4,3.99,4446
126856,1.23,Ideal,F,SI2,62.2,56.0,6.84,6.88,4.27,6662
4220,0.26,Premium,H,VVS2,62.3,58.0,4.06,4.08,2.54,565
180125,0.78,Ideal,G,SI2,61.3,55.0,5.95,5.98,3.65,2358
70695,1.51,Ideal,I,VS2,62.1,55.0,7.39,7.35,4.57,10032
167433,1.51,Ideal,I,VS2,62.4,56.0,7.31,7.35,4.57,9355
40019,2.06,Ideal,I,SI2,61.9,56.0,8.18,8.22,5.07,12273
54548,0.91,Premium,F,SI1,62.2,58.0,6.16,6.16,3.85,3710
134047,0.3,Ideal,F,VVS2,61.9,56.0,4.28,4.3,2.66,761
144324,0.36,Very Good,G,VS2,61.9,55.0,4.55,4.58,2.83,633
190134,0.5,Very Good,E,SI1,62.9,56.0,4.99,5.03,3.17,1205
171926,0.3,Ideal,F,VS2,62.1,55.0,4.33,4.3,2.68,776
189541,0.33,Premium,H,VS1,60.7,58.0,4.44,4.47,2.7,579
158298,1.53,Premium,H,SI1,59.3,59.0,7.57,7.53,4.48,7437
3271,0.5,Ideal,F,VS1,62.0,57.0,5.1,5.13,3.17,1758
128625,0.32,Ideal,E,VS2,62.4,56.0,4.44,4.38,2.76,900
76793,0.42,Ideal,G,SI1,62.6,56.0,4.79,4.77,2.99,713
174977,0.32,Ideal,D,VS2,62.2,54.0,4.38,4.4,2.73,758
63472,0.36,Ideal,E,SI1,61.9,56.0,4.55,4.6,2.84,596
104657,0.55,Very Good,E,SI2,58.6,56.0,5.4,5.34,3.14,1331
81669,0.7,Good,D,SI2,63.4,60.0,5.58,5.65,3.56,1958
161,1.01,Premium,F,VS2,62.0,59.0,6.4,6.36,3.96,6077
26290,0.7,Very Good,E,VS2,62.5,54.8,5.66,5.73,3.56,2593
86807,0.54,Ideal,E,VS2,62.7,56.0,5.25,5.22,3.29,1624
69291,0.33,Ideal,G,VS2,61.3,57.0,4.46,4.48,2.74,743
127176,0.3,Ideal,F,SI1,62.3,55.0,4.31,4.36,2.7,475
25143,0.73,Ideal,E,SI2,61.9,54.0,5.77,5.8,3.58,2614
164292,0.51,Very Good,E,VS2,61.5,58.0,5.13,5.16,3.17,1793
79403,1.04,Premium,D,SI2,62.9,58.0,6.45,6.4,4.04,4604
62143,0.41,Premium,D,VVS2,61.5,59.0,4.8,4.78,2.94,1311
187288,1.5,Very Good,H,SI1,61.6,59.0,7.26,7.32,4.49,7459
162034,1.51,Premium,I,SI1,62.2,62.0,7.32,7.28,4.55,8275
137482,0.23,Ideal,F,VVS2,60.7,56.0,3.98,4.0,2.43,749
21657,0.37,Ideal,E,VS2,61.4,56.0,4.61,4.64,2.85,653
46612,0.51,Ideal,E,SI1,61.7,55.0,5.18,5.21,3.2,1441
140322,0.57,Very Good,E,VS2,61.6,61.0,5.28,5.32,3.27,1748
18928,0.31,Very Good,H,VS1,60.2,61.0,4.42,4.45,2.66,544
75936,0.31,Good,I,VS2,59.0,57.0,4.44,4.47,2.63,463
169027,1.33,Ideal,H,VVS2,62.0,54.0,7.05,7.02,4.37,9212
155788,0.4,Good,F,SI1,63.8,57.0,4.68,4.64,2.98,886
77115,0.43,Ideal,F,VS1,61.8,55.0,4.82,4.85,2.98,1126
75526,0.5,Ideal,E,SI1,62.4,57.0,5.09,5.11,3.19,1448
36656,0.84,Premium,H,VS2,62.1,59.0,6.0,6.03,3.74,3709
167403,0.91,Ideal,D,SI1,62.3,55.0,6.15,6.21,3.85,5127
70598,0.32,Premium,F,VS1,60.3,59.0,4.41,4.46,2.67,787
144678,0.7,Ideal,G,SI1,61.1,55.0,5.72,5.76,3.51,2264
75683,2.08,Premium,G,SI2,62.2,60.0,8.19,8.13,5.08,15970
10107,0.3,Ideal,G,VVS1,62.3,54.0,4.29,4.32,2.68,837
95438,0.39,Very Good,J,VS1,61.5,58.0,4.68,4.71,2.89,709
157635,1.5,Premium,F,VS2,61.4,60.0,7.38,7.34,4.52,12843
82731,0.71,Ideal,E,VS2,61.5,55.0,5.73,5.77,3.52,2968
140431,1.0,Fair,H,VS1,65.7,56.0,6.24,6.19,4.09,4312
39461,0.8,Premium,F,VS2,59.2,61.0,6.09,6.06,3.63,3810
129421,1.09,Premium,H,SI1,61.3,57.0,6.68,6.65,4.08,5319
120360,1.1,Very Good,F,VS2,60.2,58.0,6.65,6.7,4.0,6202
140704,0.37,Premium,J,VS1,62.0,58.0,4.6,4.62,2.86,616
67516,0.51,Very Good,F,VS1,60.8,56.0,5.17,5.2,3.16,2255
40221,1.29,Premium,I,SI2,61.8,58.0,6.99,6.95,4.3,4989
156893,0.9,Very Good,D,SI1,62.3,60.0,6.14,6.1,3.8,4260
72121,1.06,Very Good,G,VS2,63.0,56.0,6.48,6.52,4.09,6353
83021,0.32,Very Good,E,IF,62.3,56.0,4.38,4.41,2.74,1018
75343,0.52,Ideal,G,VVS1,60.9,57.0,5.19,5.21,3.16,2203
78135,2.03,Ideal,H,SI1,62.1,57.0,8.06,7.99,4.99,16530
85240,0.58,Very Good,E,SI1,61.6,57.0,5.38,5.33,3.3,1785
76613,1.4,Premium,H,VS1,62.1,58.0,7.17,7.14,4.44,10539
170087,1.7,Premium,G,VS1,61.5,61.0,7.56,7.61,4.68,18531
99053,0.54,Ideal,G,SI1,62.0,55.0,5.27,5.19,3.24,1389
160371,1.05,Ideal,G,VS2,61.3,56.0,6.59,6.56,4.03,6419
92362,0.9,Ideal,F,SI2,62.6,57.0,6.13,6.11,3.83,3724
181705,0.74,Ideal,E,SI1,62.2,55.0,5.76,5.79,3.6,2956
149228,0.3,Ideal,H,IF,61.9,54.0,4.31,4.34,2.68,764
140801,0.76,Very Good,E,VS2,60.7,58.0,5.85,5.91,3.56,3205
161696,1.01,Premium,H,SI2,62.2,59.0,6.36,6.31,3.94,3959
48528,0.77,Ideal,E,VS2,62.7,57.0,5.82,5.85,3.67,3396
25325,0.3,Ideal,H,SI1,62.2,53.0,4.28,4.33,2.68,407
21443,0.5,Very Good,G,SI1,60.9,59.0,5.09,5.16,3.13,1239
157801,0.33,Ideal,G,VVS1,61.8,56.0,4.44,4.46,2.75,769
110019,1.02,Very Good,E,SI2,63.2,58.0,6.41,6.35,4.03,4579
139829,0.32,Very Good,G,VS1,61.7,56.0,4.41,4.42,2.72,778
187034,1.23,Ideal,H,VS2,62.3,56.0,6.89,6.93,4.29,7683
193261,0.39,Premium,F,VVS2,59.4,58.0,4.76,4.79,2.84,1007
181039,0.5,Premium,D,VS2,60.1,58.0,5.14,5.17,3.1,1826
148704,0.75,Very Good,D,SI2,61.4,57.7,5.82,5.84,3.58,2958
147011,1.01,Very Good,G,SI1,63.0,59.0,6.35,6.41,4.02,4724
138750,0.54,Ideal,G,VS1,61.7,56.0,5.2,5.24,3.22,1659
158507,0.4,Ideal,F,VS2,62.0,54.0,4.73,4.76,2.94,807
54314,0.54,Premium,E,SI2,61.1,59.0,5.31,5.28,3.23,1197
74402,0.55,Ideal,H,SI1,60.7,56.0,5.32,5.35,3.24,1239
13940,0.53,Ideal,E,SI1,61.8,55.0,5.19,5.21,3.21,1305
1955,0.26,Ideal,H,VS2,61.7,55.0,4.08,4.11,2.53,391
90814,0.32,Ideal,G,SI1,61.3,56.0,4.39,4.42,2.7,477
41494,0.31,Ideal,H,VVS1,60.7,56.0,4.42,4.39,2.67,665
150341,1.01,Premium,D,SI2,62.5,60.0,6.39,6.34,3.98,4588
41447,0.33,Ideal,D,VVS2,60.1,56.0,4.53,4.55,2.73,1142
34551,1.01,Premium,D,SI2,62.7,57.0,6.32,6.24,3.94,4672
46909,1.5,Ideal,E,SI2,62.2,56.0,7.35,7.3,4.56,10550
72853,0.71,Very Good,H,VS2,63.2,56.0,5.65,5.62,3.56,1998
40140,0.31,Good,G,VS2,63.3,57.0,4.3,4.32,2.73,544
146035,0.7,Very Good,E,SI1,61.1,57.0,5.64,5.74,3.48,3009
94915,1.59,Ideal,H,VS1,61.7,56.0,7.54,7.5,4.64,13065
177220,0.52,Good,H,SI1,64.3,58.0,5.06,5.1,3.27,1134
11515,1.01,Ideal,F,VS1,61.9,56.0,6.48,6.45,4.01,7209
51329,1.51,Very Good,H,SI1,63.1,58.0,7.23,7.27,4.57,7657
53853,0.32,Premium,F,VS1,59.7,58.0,4.46,4.51,2.67,679
93776,1.51,Good,H,SI1,61.2,60.0,7.3,7.26,4.46,10053
27825,0.31,Premium,D,VS2,61.4,58.0,4.34,4.36,2.67,734
185955,1.05,Ideal,G,SI1,61.8,56.0,6.58,6.53,4.05,4439
150772,1.01,Very Good,H,VS1,60.9,58.0,6.43,6.46,3.92,5305
32353,0.42,Ideal,G,VVS1,62.1,55.0,4.8,4.79,2.98,1331
185510,0.41,Ideal,D,VS1,61.6,56.0,4.77,4.81,2.95,1207
29227,0.41,Ideal,E,VS1,61.8,54.0,4.76,4.79,2.95,1130
188482,0.3,Very Good,G,VS1,62.0,58.0,4.24,4.28,2.63,605
125326,0.55,Premium,G,VS1,61.2,58.0,5.31,5.28,3.24,1807
144117,0.52,Very Good,F,VVS2,61.7,56.0,5.13,5.16,3.18,2021
145357,0.32,Premium,E,SI1,62.0,58.0,4.41,4.39,2.72,720
